name,url,test_type,remote_testing,adaptive_irt,description,duration_minutes,desc_length
Reading Comprehension - English v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,A,1,1,"The Reading Comprehension - English assessment provides a general measure of English reading comprehension. This test is comprised of items that contain a passage that you must read in order to answer the question being asked. The questions focus on the candidate's ability to demonstrate an understanding of the passage. Questions may be specific in nature, with answers that can be found almost word for word in the passage. For example, the question may ask for a date, name or place that can be found by closely reading through the passage. Alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. ""What is the theme of the passage?"" or ""What is the mood of the author?"" are examples of general questions the candidate may be asked.",35.0,139
Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,A,1,1,"The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a passage that must read in order to answer the question being asked. The questions focus on the ability to demonstrate an understanding of the passage. Questions may be specific in nature, with answers that can be found almost word for word in the passage. For example, the question may ask for a date, name or place that can be found by closely reading through the passage. Alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. ""What is the theme of the passage?"" or ""What is the mood of the author?"" are examples of general questions that may be asked.",26.0,136
Reading Comprehension v2,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,A,1,1,"The Reading Comprehension - English assessment provides a general measure of English reading comprehension. This test is comprised of items that contain a passage that you must read in order to answer the question being asked. The questions focus on the candidate's ability to demonstrate an understanding of the passage. Questions may be specific in nature, with answers that can be found almost word for word in the passage. For example, the question may ask for a date, name or place that can be found by closely reading through the passage. Alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. ""What is the theme of the passage?"" or ""What is the mood of the author?"" are examples of general questions the candidate may be asked.",35.0,139
RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,C,1,0,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks",10.0,119
RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,C,1,0,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks",,119
RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,C,1,0,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks",,119
RESTful Web Services (New),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,K,1,0,"Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors.",12.0,24
Retail Sales and Service Simulation,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,"A,B,K,S",1,0,"The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. Situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. The behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. Responses are tracked and compared against expert ratings of effectiveness. The test produces an overall score, as well as scores on two subscales, Customer Service Effectiveness and Sales Effectiveness.",30.0,126
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,K,1,0,"This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information.",5.0,39
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,K,1,0,"Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications.",11.0,28
Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,K,1,0,"Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.",11.0,17
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,"B,S",1,0,"As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interacting with customers on the phone to sell a product/service; adding new or upgraded products or services; extending promotional or retention offers; responding appropriately to customer objections; navigating to information menus to assist the customer and process information; and typing information quickly and accurately. Potential job titles that use this simulation include: telesales representative, outbound sales representative, telemarketer, and contact center representative.",20.0,101
Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,"B,P,S",1,0,"As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sell a product/service; add new or upgraded products or services; extend promotional or retention offers; respond appropriately to customer objections; navigate to information menus to assist the customer and process information; and type information quickly and accurately. Potential job titles that use this simulation are: Telesales Representative, Telemarketer, and Contact Center Representative. The behavioral tests in this solution are intended to measure the candidate’s sales focus, learning potential, and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles involving sales or sales and service.",35.0,183
Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,P,1,0,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively.",,40
Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,P,1,0,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specific sales role.",,52
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,P,1,0,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.,,47
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,P,1,0,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.,,47
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,P,1,0,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.",,60
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,P,1,0,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.",,60
Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,K,1,0,"Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.",15.0,19
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,K,1,0,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms.",12.0,26
SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,K,1,0,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module.",9.0,32
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,K,1,0,"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management.",9.0,23
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,K,1,0,"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.",10.0,15
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,K,1,0,"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.",9.0,24
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,K,1,0,"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.",,20
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,K,1,0,"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.",20.0,23
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,K,1,0,"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules.",10.0,34
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,K,1,0,"Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing.",8.0,26
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,K,1,0,"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.",12.0,23
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,K,1,0,"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.",10.0,24
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,K,1,0,"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.",10.0,21
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,"A,S",1,1,Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,20.0,17
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,"A,S",1,1,"Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information.",20.0,23
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,"A,S",1,1,Assesses how the candidate comprehends numerical information in various formats.,20.0,10
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,A,1,1,"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. Completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.",36.0,96
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,A,1,1,"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.",10.0,62
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,K,1,0,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.",8.0,26
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,P,1,0,"SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion. Language Availability The Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. The Admin interface is available in US English and Simplified Chinese (CN server).",,111
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,K,1,0,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent. The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. The language availability for the admin interface is US English only.",,83
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,P,1,0,"Smart Interview On Demand is a recorded (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed. Availability The administrator and evaluator interface is available in US English and Simplified Chinese only, as are the standard question banks. However, custom questions can be added or recorded in any language. The participant interface is available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,185
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,K,1,0,Multi-choice test that measures the knowledge about the different social media platforms.,10.0,12
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,K,1,1,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.",30.0,67
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,K,1,0,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.",,18
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,K,1,0,Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,0.0,20
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,"A,K",1,0,"This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken.",6.0,105
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,K,1,0,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.",9.0,14
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,K,1,0,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.",9.0,14
SQL Server (New),https://www.shl.com/products/product-catalog/view/sql-server-new/,K,1,0,"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.",11.0,23
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,K,1,0,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.",15.0,27
SQL Server Integration Services (SSIS) (New),https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,K,1,0,"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.",10.0,30
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,K,1,0,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.",10.0,26
Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,K,1,0,Multi-choice test that measures the ability to use the SAS software for statistical analysis.,11.0,14
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,K,1,0,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.",5.0,14
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,S,1,0,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,56
SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,S,1,0,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,56
SVAR - Spoken English (U.K.),https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,S,1,0,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,56
SVAR - Spoken English (US)  (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/,S,1,0,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,56
SVAR - Spoken French (Canadian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,S,1,0,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,61
SVAR - Spoken French (European) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,S,1,0,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,61
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,S,1,0,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,63
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,S,1,0,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",,63
Swing (New),https://www.shl.com/products/product-catalog/view/swing-new/,K,1,0,"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.",4.0,15
Tableau (New),https://www.shl.com/products/product-catalog/view/tableau-new/,K,1,0,"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.",8.0,24
Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,K,1,0,"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.",7.0,15
Teradata Development (New),https://www.shl.com/products/product-catalog/view/teradata-development-new/,K,1,0,"Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subqueries, SQL optimization, physical database design, table partitioning, query analysis and indexes.",9.0,34
Time Management (U.S.),https://www.shl.com/products/product-catalog/view/time-management-u-s/,K,1,1,"This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plans, Controlling, Decision Making, Organizing, Planning, Scheduling, Time Usage, and Time Wasters.",15.0,45
Training Development,https://www.shl.com/products/product-catalog/view/training-development/,K,1,1,"The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience Analysis, Design Materials, Design Strategy, Developing Instructional Materials, General Knowledge, Media, Project Management Plan, Purpose of Training, Training Delivery, and Writing Instructional Objectives.",15.0,48
Typing (New),https://www.shl.com/products/product-catalog/view/typing-new/,S,1,0,Typing based test that evaluates typing speed and accuracy.,2.0,9
UiPath RPA Development (New),https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,K,1,0,"Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.",8.0,16
Universal Competency Framework Interview Guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,"C,P",1,0,The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions. NOTE: Simplified Chinese Guide is available from local office; Portuguese Guide is available from Distributor,,38
Universal Competency Framework Job profiling guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,"C,P",1,0,"The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding people’s behaviours at work and the likelihood of being able to succeed in a given role and in a given environment",,58
Universal Competency Framework Profiler Cards (44),https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,"C,P",1,0,"The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world.",,32
UNIX (New),https://www.shl.com/products/product-catalog/view/unix-new/,K,1,0,"Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming.",9.0,23
VB.NET (New),https://www.shl.com/products/product-catalog/view/vb-net-new/,K,1,0,"Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.",10.0,20
Verify - Deductive Reasoning,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,A,1,1,"The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability. The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to: • draw logical conclusions based on information provided • identify strengths and weaknesses of arguments • complete scenarios using incomplete information The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data. This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to: • evaluate arguments • analyse scenarios • draw logical conclusions",20.0,167
Verify - Following Instructions,https://www.shl.com/products/product-catalog/view/verify-following-instructions/,A,1,0,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,8.0,41
Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,A,1,1,"The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and Inductive. There are 30 questions in the test, with 10 questions for each of the three abilities measured. Sample tasks for jobs that may require these abilities include, but are not limited to: evaluating arguments, analyzing scenarios, working with data, doing mathematical computations, interpreting graphs and tables, and drawing logical conclusions. The G+ test, due to its adaptive nature, is appropriate for all job levels and roles.",36.0,93
Verify - General Ability Screen,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,A,1,1,"The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ . Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide process efficiency, and to ensure candidates experience the most positive possible assessment process, by being quick, fair and available as an online test 24/7/365. As the name suggests, the test is designed to be used in screening or sifting processes",10.0,74
Verify - Inductive Reasoning (2014),https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,A,1,1,"Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development.",24.0,68
Verify - Numerical Ability,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,A,1,1,"The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quantitative test, and measures the ability to: • Derive the numerical problem from a written problem • Calculate the answer to numerical equations • Work with numerical data in a realistic workplace context The test is 20 minutes long, has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details.",20.0,94
